trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 1.0}",25,0,-187.65523947974725,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
2,False,"{'a': 0.3, 'e': 0.7071067811865475}",20,0,-94.67744883099796,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
3,False,"{'a': 0.3, 'e': 0.5773502691896258}",30,7,-82.83018127551588,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 1}",1
4,False,"{'a': 0.3, 'e': 0.5}",20,0,-82.17062871429407,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
5,False,"{'a': 0.3, 'e': 0.4472135954999579}",20,0,-109.71159114179973,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.3, 'e': 0.4082482904638631}",30,0,-55.85595921640648,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",1
7,False,"{'a': 0.3, 'e': 0.3779644730092272}",20,0,-33.47077540753442,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
8,False,"{'a': 0.3, 'e': 0.35355339059327373}",30,7,-68.87274967379143,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 1}",1
9,False,"{'a': 0.3, 'e': 0.3333333333333333}",25,0,-3.797663173276421,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
10,False,"{'a': 0.3, 'e': 0.31622776601683794}",20,0,-107.09227317751437,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
11,False,"{'a': 0.3, 'e': 0.30151134457776363}",20,0,-39.865945509585146,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
12,False,"{'a': 0.3, 'e': 0.2886751345948129}",25,0,-136.92458558726068,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
13,False,"{'a': 0.3, 'e': 0.2773500981126146}",25,0,-69.28949270977995,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
14,False,"{'a': 0.3, 'e': 0.2672612419124244}",20,0,-97.82571702131848,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
15,False,"{'a': 0.3, 'e': 0.2581988897471611}",25,0,-55.93414271198897,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
16,False,"{'a': 0.3, 'e': 0.25}",20,0,-178.9326176401272,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
17,False,"{'a': 0.3, 'e': 0.24253562503633297}",30,0,-19.216569119929893,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 1}",0
18,False,"{'a': 0.3, 'e': 0.23570226039551587}",20,0,-119.10877929626618,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
19,False,"{'a': 0.3, 'e': 0.22941573387056174}",30,0,-68.84264636766622,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
20,False,"{'a': 0.3, 'e': 0.22360679774997896}",20,6,-71.59130150173972,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
21,False,"{'a': 0.3, 'e': 0.2182178902359924}",30,0,-38.586050064430616,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
22,False,"{'a': 0.3, 'e': 0.21320071635561041}",25,0,-66.05720869871928,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
23,False,"{'a': 0.3, 'e': 0.20851441405707477}",35,0,-117.69313775572016,"{0: 28, 1: 0, 2: 3, 3: 2, 4: 2}",0
24,False,"{'a': 0.3, 'e': 0.20412414523193154}",25,0,-55.24610490723718,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
25,False,"{'a': 0.3, 'e': 0.2}",25,0,-112.53432630260065,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
26,False,"{'a': 0.3, 'e': 0.19611613513818404}",25,0,-26.5556949525237,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
27,False,"{'a': 0.3, 'e': 0.19245008972987526}",30,1,-68.03316164322781,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 2}",1
28,False,"{'a': 0.3, 'e': 0.1889822365046136}",25,0,32.21779677246762,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,False,"{'a': 0.3, 'e': 0.18569533817705186}",25,17,-7.585690430224464,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
30,False,"{'a': 0.3, 'e': 0.18257418583505536}",20,0,-62.0095108823498,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
31,False,"{'a': 0.3, 'e': 0.1796053020267749}",20,0,-12.004740821249808,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
32,False,"{'a': 0.3, 'e': 0.17677669529663687}",25,0,-1.3768672164792062,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",1
33,False,"{'a': 0.3, 'e': 0.17407765595569785}",35,16,-47.19847440031319,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
34,False,"{'a': 0.3, 'e': 0.17149858514250882}",25,0,16.919711784037325,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
35,False,"{'a': 0.3, 'e': 0.1690308509457033}",20,0,11.015457408752857,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
36,False,"{'a': 0.3, 'e': 0.16666666666666666}",25,0,-34.107424192870006,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
37,False,"{'a': 0.3, 'e': 0.1643989873053573}",20,0,-61.52732085416558,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
38,False,"{'a': 0.3, 'e': 0.16222142113076254}",30,0,-41.64584212338216,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
39,False,"{'a': 0.3, 'e': 0.16012815380508713}",20,0,10.75090532077757,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
40,False,"{'a': 0.3, 'e': 0.15811388300841897}",20,0,-67.78475901794118,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
41,False,"{'a': 0.3, 'e': 0.15617376188860607}",30,10,5.859845480614621,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
42,False,"{'a': 0.3, 'e': 0.1543033499620919}",20,1,-2.397391795589637,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
43,False,"{'a': 0.3, 'e': 0.15249857033260467}",25,0,29.829836482819488,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
44,False,"{'a': 0.3, 'e': 0.15075567228888181}",20,10,12.178750960535918,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
45,False,"{'a': 0.3, 'e': 0.14907119849998599}",25,10,6.85504558024821,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
46,False,"{'a': 0.3, 'e': 0.14744195615489714}",20,8,5.925929169613746,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.3, 'e': 0.14586499149789456}",25,9,-27.621050434108966,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
48,False,"{'a': 0.3, 'e': 0.14433756729740646}",20,0,-23.731166151356838,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
49,False,"{'a': 0.3, 'e': 0.14285714285714285}",20,0,-36.32046167203963,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
50,False,"{'a': 0.3, 'e': 0.1414213562373095}",30,14,7.914656045040012,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.3, 'e': 0.14002800840280097}",20,0,18.946949425923425,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
52,False,"{'a': 0.3, 'e': 0.1386750490563073}",20,0,-45.0371506661049,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
53,False,"{'a': 0.3, 'e': 0.13736056394868904}",30,0,40.844005254816174,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
54,False,"{'a': 0.3, 'e': 0.13608276348795434}",25,1,-70.41160327078445,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 2}",1
55,False,"{'a': 0.3, 'e': 0.13483997249264842}",20,0,29.099009797646985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
56,False,"{'a': 0.3, 'e': 0.1336306209562122}",25,0,-15.361602614233929,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
57,False,"{'a': 0.3, 'e': 0.13245323570650439}",25,17,15.145481775061448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.3, 'e': 0.13130643285972254}",30,0,-56.06829768744795,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
59,False,"{'a': 0.3, 'e': 0.13018891098082389}",20,1,2.083464310512197,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
60,False,"{'a': 0.3, 'e': 0.12909944487358055}",20,0,-39.217473126002204,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
61,False,"{'a': 0.3, 'e': 0.12803687993289598}",30,20,10.98905693775637,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.3, 'e': 0.1270001270001905}",25,13,7.498173702155361,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
63,False,"{'a': 0.3, 'e': 0.1259881576697424}",20,15,-13.32793507712723,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
64,False,"{'a': 0.3, 'e': 0.125}",20,0,24.89152650007613,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.3, 'e': 0.12403473458920847}",25,10,25.565591102992784,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.3, 'e': 0.12309149097933272}",20,0,22.54918454757813,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
67,False,"{'a': 0.3, 'e': 0.12216944435630522}",30,14,6.107709293398453,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.3, 'e': 0.12126781251816648}",20,4,-24.435939935441734,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
69,False,"{'a': 0.3, 'e': 0.1203858530857692}",25,0,-22.547606855497754,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.3, 'e': 0.11952286093343936}",30,13,8.578185572665683,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.3, 'e': 0.11867816581938533}",25,12,7.70838558210192,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.3, 'e': 0.11785113019775793}",20,0,-25.06712337942462,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
73,False,"{'a': 0.3, 'e': 0.11704114719613057}",20,6,-33.3188731380853,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
74,False,"{'a': 0.3, 'e': 0.11624763874381928}",30,1,-43.50827816477402,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 1}",1
75,False,"{'a': 0.3, 'e': 0.11547005383792514}",35,24,9.040960542571767,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.3, 'e': 0.11470786693528087}",25,0,-34.9601386914293,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
77,False,"{'a': 0.3, 'e': 0.11396057645963795}",20,10,18.45055268012897,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.3, 'e': 0.11322770341445956}",25,18,9.332178407256265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.3, 'e': 0.1125087900926024}",20,0,16.66163497879676,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.3, 'e': 0.11180339887498948}",30,8,26.806562853984524,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.3, 'e': 0.1111111111111111}",35,18,31.871544017997167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.3, 'e': 0.11043152607484653}",20,6,-38.739677935425085,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.3, 'e': 0.10976425998969035}",30,0,-126.38801733668993,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
84,False,"{'a': 0.3, 'e': 0.1091089451179962}",20,9,21.770599511571117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.3, 'e': 0.10846522890932808}",25,10,-8.039523639472627,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
86,False,"{'a': 0.3, 'e': 0.10783277320343841}",30,11,11.003294976180783,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
87,False,"{'a': 0.3, 'e': 0.10721125348377948}",20,9,-23.985289283888996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
